,Name,Price,Selldate,Public Year,Mileage,Origin,Bodytype,Seats,City,Year,Fueltype,Engine,Manufacturer
4988,Mitsubishi Triton 4x2 AT,465,4/11/2024,2019,65000,Nhap khau,Ban tai,5,Ha Noi,5,Dau,2500,Mitsubishi
4989,Kia Cerato 2.0 AT Premium,530,4/11/2024,2021,50000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Kia
4990,Mercedes Benz C class C300 AMG,999,4/11/2024,2019,45000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,Mercedes
4991,Volkswagen Tiguan 2.0 AT,548,4/11/2024,2016,92000,Nhap khau,SUV,5,Ha Noi,8,Xang,2000,Volkswagen
4992,Mercedes Benz GLC 200,1430,4/11/2024,2021,40000,Lap rap,SUV,5,Ha Noi,3,Xang,2000,Mercedes
4993,VinFast Fadil 1.4 AT Plus,319,4/11/2024,2020,54000,Lap rap,Hatchback,5,Ha Noi,4,Xang,1400,VinFast
4994,Ford Explorer Limited 2.3L EcoBoost,830,4/11/2024,2016,70000,Nhap khau,SUV,7,Ha Noi,8,Xang,2300,Ford
4995,LandRover Range Rover HSE 3.0,2520,4/11/2024,2014,68000,Nhap khau,SUV,5,Ha Noi,10,Xang,3000,Land Rover
4996,Ford Everest Titanium 2.0L 4x4 AT,968,4/11/2024,2020,67000,Nhap khau,SUV,7,Ha Noi,4,Dau,2000,Ford
4997,Hyundai SantaFe Dac biet 2.2L HTRAC,1065,4/11/2024,2021,47000,Lap rap,SUV,7,Ha Noi,3,Dau,2200,Hyundai
4998,Mercedes Benz GLS 450 4Matic,3720,4/11/2024,2019,48000,Nhap khau,SUV,7,Ha Noi,5,Xang,3000,Mercedes
4999,Mercedes Benz E class E300 AMG,1590,4/11/2024,2019,40000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,Mercedes
5000,Toyota Camry 2.5Q,865,4/11/2024,2019,50000,Nhap khau,Sedan,5,Ha Noi,5,Xang,2500,Toyota
5001,BMW 5 Series 530i Luxury Line,1350,4/11/2024,2018,0,Nhap khau,Sedan,5,Ha Noi,6,Xang,2000,BMW
5002,Mini Cooper S 5Dr,968,4/11/2024,2016,38000,Nhap khau,Hatchback,5,Ha Noi,8,Xang,2000,Mini
5003,Mercedes Benz C class C300 AMG,1068,4/11/2024,2019,80000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,Mercedes
5004,Mercedes Benz Maybach S400,2600,4/11/2024,2016,63000,Nhap khau,Sedan,5,Ha Noi,8,Xang,3000,Mercedes
5005,Hyundai SantaFe Cao cap 2.2L HTRAC,1155,4/11/2024,2022,49000,Lap rap,SUV,7,Ha Noi,2,Dau,2200,Hyundai
5006,Toyota Vios E CVT,450,4/11/2024,2022,70000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Toyota
5007,Mercedes Benz GLC 200,1389,4/11/2024,2021,48270,Lap rap,SUV,5,Ha Noi,3,Xang,2000,Mercedes
5008,VinFast Lux SA 2.0 Plus 2.0 AT,775,4/11/2024,2021,65000,Lap rap,SUV,7,Ha Noi,3,Xang,2000,VinFast
5009,Mercedes Benz E class E200 Sport,1370,4/11/2024,2019,57000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,Mercedes
5010,Mercedes Benz GLC 300 4Matic,1660,4/11/2024,2020,53000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mercedes
5011,Mercedes Benz C class C200,799,4/11/2024,2019,25000,Lap rap,Sedan,5,Ha Noi,5,Xang,1500,Mercedes
5012,Honda City 1.5TOP,379,4/11/2024,2017,92000,Lap rap,Sedan,5,Ha Noi,7,Xang,1500,Honda
5013,Mercedes Benz GLS 400 4Matic,1920,4/11/2024,2018,55000,Nhap khau,SUV,7,Ha Noi,6,Xang,3000,Mercedes
5014,Toyota Vios G 1.5 CVT,450,4/11/2024,2021,52000,Lap rap,Sedan,5,Ha Noi,3,Xang,1500,Toyota
5015,Mitsubishi Xpander 1.5 AT Special Edition,459,4/11/2024,2019,68000,Nhap khau,SUV,7,Ha Noi,5,Xang,1500,Mitsubishi
5016,Honda Accord 1.5 AT,965,4/11/2024,2022,39000,Nhap khau,Sedan,5,Ha Noi,2,Xang,1500,Honda
5017,Kia Cerato 1.6 AT Luxury,485,4/11/2024,2019,30000,Lap rap,Sedan,5,Ha Noi,5,Xang,1600,Kia
5018,Kia Morning AT,286,4/11/2024,2019,60000,Lap rap,Hatchback,5,Ha Noi,5,Xang,1250,Kia
5019,Mercedes Benz GLC 300 4Matic,2579,4/11/2024,2023,16000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
5020,BMW 4 Series 420i Gran Coupe,1098,4/11/2024,2018,48000,Nhap khau,Sedan,5,Ha Noi,6,Xang,2000,BMW
5021,Lexus LX 570,4700,4/11/2024,2016,86000,Nhap khau,SUV,7,Ha Noi,8,Xang,5700,Lexus
5022,VinFast Fadil 1.4 AT,330,4/11/2024,2021,40000,Lap rap,Hatchback,5,Ha Noi,3,Xang,1400,VinFast
5023,Toyota Corolla Cross 1.8V,679,4/11/2024,2020,56000,Nhap khau,SUV,5,Ha Noi,4,Xang,1800,Toyota
5024,Suzuki Swift 1.4 AT,295,4/11/2024,2015,89000,Lap rap,Hatchback,5,Ha Noi,9,Xang,1400,Suzuki
5025,Toyota Yaris 1.5G,545,4/11/2024,2020,30000,Nhap khau,Hatchback,5,Ha Noi,4,Xang,1500,Toyota
5026,Porsche Taycan Base,5390,4/11/2024,2021,10000,Nhap khau,Sedan,4,Ha Noi,3,Dien,0,Porsche
5027,Ford Mustang Mach-E GT eAWD,3450,4/11/2024,2021,0,Nhap khau,Crossover,5,Ha Noi,3,Dien,0,Ford
5028,LandRover Range Rover HSE 3.0,2520,4/11/2024,2014,63000,Nhap khau,SUV,5,Ha Noi,10,Xang,3000,Land Rover
5029,Mazda CX5 2.0 Premium,740,4/11/2024,2020,58000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mazda
5030,Hyundai Palisade Prestige 2.2 AT HTRAC,1530,4/11/2024,2023,10000,Lap rap,SUV,6,Ha Noi,1,Dau,2200,Hyundai
5031,Hyundai SantaFe Cao cap 2.2L HTRAC,1090,4/11/2024,2021,49000,Lap rap,SUV,7,Ha Noi,3,Dau,2200,Hyundai
5032,Toyota Yaris 1.5G,555,4/11/2024,2020,30000,Nhap khau,Hatchback,5,Ha Noi,4,Xang,1500,Toyota
5033,VinFast Fadil Tieu chuan 1.4 AT,335,4/11/2024,2022,60000,Lap rap,Hatchback,5,Ha Noi,2,Xang,1400,VinFast
5034,Ford Everest Ambiente 2.0 4x2 AT,720,4/11/2024,2018,60000,Nhap khau,SUV,7,Ha Noi,6,Dau,2000,Ford
5035,Mazda 3 1.5L Luxury,580,4/11/2024,2022,40000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Mazda
5036,Ford Ranger Wildtrak 2.0L 4x4 AT,698,4/11/2024,2020,85000,Nhap khau,Ban tai,5,Ha Noi,4,Dau,2000,Ford
5037,Mazda CX5 2.5 AT 2WD,555,4/11/2024,2017,70000,Lap rap,SUV,5,Ha Noi,7,Xang,2500,Mazda
5038,Honda CRV L,940,4/11/2024,2022,40000,Lap rap,SUV,7,Ha Noi,2,Xang,1500,Honda
5039,Mitsubishi Xpander 1.5 AT,540,4/11/2024,2021,50000,Nhap khau,SUV,7,Ha Noi,3,Xang,1500,Mitsubishi
5040,Mercedes Benz GLC 200,980,4/11/2024,2018,40000,Lap rap,SUV,5,Ha Noi,6,Xang,2000,Mercedes
5041,Hyundai Tucson 2.0 AT Dac biet,735,4/11/2024,2021,40000,Lap rap,Crossover,5,Ha Noi,3,Xang,2000,Hyundai
5042,BMW 7 Series 740Li,3190,4/11/2024,2020,40000,Nhap khau,Sedan,5,Ha Noi,4,Xang,3000,BMW
5043,Toyota Prado TXL 2.7L,1120,4/11/2024,2015,82000,Nhap khau,SUV,7,Ha Noi,9,Xang,2700,Toyota
5044,Nissan Terra V 2.5 AT 4WD,739,4/11/2024,2019,70000,Nhap khau,SUV,7,Ha Noi,5,Xang,2500,Nissan
5045,Mercedes Benz C class C300 AMG,1790,4/11/2024,2022,20000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2000,Mercedes
5046,Hyundai SantaFe Premium 2.4L HTRAC,819,4/11/2024,2019,78000,Lap rap,SUV,7,Ha Noi,5,Xang,2400,Hyundai
5047,Kia Sedona 2.2 DAT Luxury,835,4/11/2024,2019,80000,Lap rap,Van,7,Ha Noi,5,Dau,2200,Kia
5048,Mitsubishi Xpander 1.5 AT,545,4/11/2024,2021,50000,Nhap khau,SUV,7,Ha Noi,3,Xang,1500,Mitsubishi
5049,Hyundai SantaFe Cao cap 2.2L HTRAC,1160,4/11/2024,2022,50000,Lap rap,SUV,7,Ha Noi,2,Dau,2200,Hyundai
5050,Mercedes Benz GLC 300 4Matic,2629,4/11/2024,2023,10000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
5051,MG ZS Luxury 1.5 AT 2WD,475,4/11/2024,2023,10000,Nhap khau,Crossover,5,Ha Noi,1,Xang,1500,MG
5052,Hyundai i10 1.2 AT,429,4/11/2024,2024,7000,Lap rap,Sedan,5,Ha Noi,0,Xang,1250,Hyundai
5053,Toyota Fortuner Legender 2.4L 4x2 AT,1065,4/11/2024,2022,49000,Lap rap,SUV,7,Ha Noi,2,Dau,2400,Toyota
5054,Toyota Vios 1.5G CVT,455,4/11/2024,2021,60000,Lap rap,Sedan,5,Ha Noi,3,Xang,1500,Toyota
5055,Ford Ranger XLS 2.0L 4x2 AT,650,4/11/2024,2022,10000,Lap rap,Ban tai,5,Ha Noi,2,Dau,2000,Ford
5056,Mercedes Benz GLC 300 4Matic,1268,4/11/2024,2019,50000,Lap rap,SUV,5,Ha Noi,5,Xang,2000,Mercedes
5057,Honda CRV L,985,4/11/2024,2023,10000,Lap rap,SUV,7,Ha Noi,1,Xang,1500,Honda
5058,Mazda CX5 Deluxe 2.0 AT,755,4/11/2024,2023,10000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mazda
5059,Kia Carnival Signature 2.2D,1279,4/11/2024,2022,30000,Lap rap,Van,7,Ha Noi,2,Dau,2200,Kia
5060,Mazda 3 1.5L Luxury,580,4/11/2024,2022,49000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Mazda
5061,Mazda CX5 Premium 2.0 AT,915,4/11/2024,2023,30000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mazda
5062,Honda CRV L,865,4/11/2024,2020,30000,Nhap khau,SUV,7,Ha Noi,4,Xang,1500,Honda
5063,Porsche 718 Cayman 2.0 AT,4150,4/11/2024,2022,19000,Nhap khau,Coupe,2,Ha Noi,2,Xang,2000,Porsche
5064,VinFast VF e34 AT,525,4/11/2024,2022,30000,Lap rap,Crossover,5,Ha Noi,2,Dien,0,VinFast
5065,Mercedes Benz GLC 300 4Matic,2559,4/11/2024,2023,16000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
5066,Mitsubishi Xpander Cross 1.5 AT,648,4/11/2024,2023,40000,Nhap khau,SUV,7,Ha Noi,1,Xang,1500,Mitsubishi
5067,Toyota Prado VX 2.7L,2680,4/11/2024,2021,96000,Nhap khau,SUV,7,Ha Noi,3,Xang,2700,Toyota
5068,BMW X3 sDrive20i M Sport,1938,4/11/2024,2023,10500,Lap rap,SUV,5,Ha Noi,1,Xang,2000,BMW
5069,Volkswagen Polo 1.6 AT,439,4/11/2024,2020,45000,Nhap khau,Hatchback,5,Ha Noi,4,Xang,1600,Volkswagen
5070,BMW 5 Series 530i M Sport,1989,4/11/2024,2020,70000,Nhap khau,Sedan,5,Ha Noi,4,Xang,2000,BMW
5071,Toyota Camry 2.0Q,1010,4/11/2024,2021,30000,Nhap khau,Sedan,5,Ha Noi,3,Xang,2000,Toyota
5072,Ford Ranger Wildtrak 2.0L 4x4 AT,698,4/11/2024,2021,70000,Lap rap,Ban tai,5,Ha Noi,3,Dau,2000,Ford
5073,Mercedes Benz GLC 300 4Matic,1800,4/11/2024,2021,48000,Lap rap,SUV,5,Ha Noi,3,Xang,2000,Mercedes
5074,Mercedes Benz GLC 200,955,4/11/2024,2018,60000,Lap rap,SUV,5,Ha Noi,6,Xang,2000,Mercedes
5075,VinFast Lux A 2.0 Nang cao,679,4/11/2024,2022,20000,Lap rap,Sedan,5,Ha Noi,2,Xang,2000,VinFast
5076,Toyota Fortuner TRD Sportivo 4x4 AT,528,4/11/2024,2015,130000,Lap rap,SUV,7,Ha Noi,9,Xang,2700,Toyota
5077,Mercedes Benz GLC 300 4Matic,2559,4/11/2024,2023,15900,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
5078,Nissan Navara EL A-IVI 2.5 AT 2WD,519,4/11/2024,2020,60000,Nhap khau,Ban tai,5,Ha Noi,4,Dau,2500,Nissan
5079,Toyota Camry 2.0G,865,4/11/2024,2021,69000,Nhap khau,Sedan,5,Ha Noi,3,Xang,2000,Toyota
5080,Kia Morning Luxury,335,4/11/2024,2021,40000,Lap rap,Hatchback,5,Ha Noi,3,Xang,1250,Kia
5081,Ford EcoSport Titanium Black 1.5L AT,380,4/11/2024,2017,60000,Lap rap,SUV,5,Ha Noi,7,Xang,1500,Ford
5082,Hyundai Kona 1.6 Turbo,530,4/11/2024,2019,80000,Lap rap,Crossover,5,Ha Noi,5,Xang,1600,Hyundai
5083,Toyota Fortuner 2.7V 4x2 AT,699,4/11/2024,2017,60000,Nhap khau,SUV,7,Ha Noi,7,Xang,2700,Toyota
5084,Peugeot 5008 GT 1.6 AT,1235,4/11/2024,2024,5000,Lap rap,SUV,7,Ha Noi,0,Xang,1600,Peugeot
5085,Kia Cerato 2.0 AT,440,4/11/2024,2018,50000,Lap rap,Sedan,5,Ha Noi,6,Xang,2000,Kia
5086,Kia Sorento 2.4 GAT Premium,625,4/11/2024,2019,50000,Lap rap,SUV,7,Ha Noi,5,Xang,2400,Kia
5087,Mitsubishi Xpander Cross 1.5 AT,595,4/11/2024,2022,30000,Nhap khau,SUV,7,Ha Noi,2,Xang,1500,Mitsubishi
5088,VinFast Lux A 2.0 Nang cao,660,4/11/2024,2022,30000,Lap rap,Sedan,5,Ha Noi,2,Xang,2000,VinFast
5089,Honda City L 1.5 AT,499,4/11/2024,2022,10000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Honda
5090,Kia K3 Premium 1.6 AT,599,4/11/2024,2022,20000,Lap rap,Sedan,5,Ha Noi,2,Xang,1600,Kia
5091,Mercedes Benz GLC 250 4Matic,945,4/11/2024,2017,80000,Lap rap,SUV,5,Ha Noi,7,Xang,2000,Mercedes
5092,Porsche Cayenne 3.6 V6,1450,4/11/2024,2014,70000,Nhap khau,SUV,5,Ha Noi,10,Xang,3600,Porsche
5093,VinFast Lux SA 2.0 Premium 2.0 AT,755,4/11/2024,2019,50000,Lap rap,SUV,7,Ha Noi,5,Xang,2000,VinFast
5094,Mercedes Benz GLK Class GLK250 4Matic,620,4/11/2024,2014,109000,Lap rap,SUV,5,Ha Noi,10,Xang,2000,Mercedes
5095,Mazda 3 1.5L Luxury,620,4/11/2024,2024,18000,Lap rap,Sedan,5,Ha Noi,0,Xang,1500,Mazda
5096,Mercedes Benz GLS 450 4Matic,4450,4/11/2024,2022,30000,Nhap khau,SUV,7,Ha Noi,2,Xang,3000,Mercedes
5097,Mercedes Benz E class E200 Sport,1290,4/11/2024,2019,70000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,Mercedes
5098,Peugeot 3008 AL,825,4/11/2024,2022,20000,Lap rap,Crossover,5,Ha Noi,2,Xang,1600,Peugeot
5099,Toyota Camry 2.0Q,1095,4/11/2024,2022,9000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2000,Toyota
5100,Hyundai Elantra 1.6 AT Tieu chuan,575,4/11/2024,2023,10000,Lap rap,Sedan,5,Ha Noi,1,Xang,1600,Hyundai
5101,Kia Morning S AT,295,4/11/2024,2018,79000,Lap rap,Hatchback,5,Ha Noi,6,Xang,1250,Kia
5102,Mazda 3 1.5 AT,460,4/11/2024,2018,67899,Lap rap,Sedan,5,Ha Noi,6,Xang,1500,Mazda
5103,BMW 3 Series 320i,635,4/11/2024,2016,80000,Nhap khau,Sedan,5,Ha Noi,8,Xang,2000,BMW
5104,Hyundai Kona 2.0 AT,498,4/11/2024,2021,45678,Lap rap,Crossover,5,Ha Noi,3,Xang,2000,Hyundai
5105,Mercedes Benz G class G63 AMG,9700,4/11/2024,2021,23000,Nhap khau,SUV,5,Ha Noi,3,Xang,4000,Mercedes
5106,Mercedes Benz G class G63 AMG,9750,4/11/2024,2021,19000,Nhap khau,SUV,5,Ha Noi,3,Xang,4000,Mercedes
5107,MG 5 Luxury 1.5 AT,455,4/11/2024,2022,20000,Nhap khau,Sedan,5,Ha Noi,2,Xang,1500,MG
5108,Kia Sedona 2.2 DAT Luxury,899,4/11/2024,2021,59000,Lap rap,Van,7,Ha Noi,3,Dau,2200,Kia
5109,Mazda CX5 Premium 2.0 AT,789,4/11/2024,2022,40000,Lap rap,SUV,5,Ha Noi,2,Xang,2000,Mazda
5110,Toyota Innova 2.0G,445,4/11/2024,2015,90000,Lap rap,Crossover,8,Ha Noi,9,Xang,2000,Toyota
5111,Mercedes Benz GLC 300 4Matic,2550,4/11/2024,2023,15000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
5112,LandRover Range Rover HSE 3.0,5200,4/11/2024,2018,41000,Nhap khau,SUV,5,Ha Noi,6,Xang,3000,Land Rover
5113,Toyota Corolla Cross 1.8G,689,4/11/2024,2021,30000,Nhap khau,SUV,5,Ha Noi,3,Xang,1800,Toyota
5114,Toyota Camry 2.5Q,889,4/11/2024,2019,50000,Nhap khau,Sedan,5,Ha Noi,5,Xang,2500,Toyota
5115,Ford Everest Titanium 2.0L 4x2 AT,955,4/11/2024,2021,70000,Nhap khau,SUV,7,Ha Noi,3,Dau,2000,Ford
5116,Peugeot 2008 GT Line 1.2 AT,630,4/11/2024,2021,40000,Lap rap,Crossover,5,Ha Noi,3,Xang,1200,Peugeot
5117,Kia Sonet Premium 1.5 AT,550,4/11/2024,2023,10000,Lap rap,Crossover,5,Ha Noi,1,Xang,1500,Kia
5118,Mitsubishi Outlander 2.0 CVT Premium,599,4/11/2024,2018,70000,Lap rap,SUV,7,Ha Noi,6,Xang,2000,Mitsubishi
5119,Mazda CX5 2.5 AT AWD,655,4/11/2024,2018,40000,Lap rap,SUV,5,Ha Noi,6,Xang,2500,Mazda
5120,Hyundai SantaFe Tieu chuan 2.2L,950,4/11/2024,2021,60000,Lap rap,SUV,7,Ha Noi,3,Dau,2200,Hyundai
5121,Toyota Corolla Cross 1.8G,700,4/11/2024,2022,25000,Nhap khau,SUV,5,Ha Noi,2,Xang,1800,Toyota
5122,Suzuki Vitara 1.6 AT,425,4/11/2024,2016,115000,Nhap khau,SUV,5,Ha Noi,8,Xang,1600,Suzuki
5123,Hyundai SantaFe Cao cap 2.2L HTRAC,1045,4/11/2024,2021,59000,Lap rap,SUV,7,Ha Noi,3,Dau,2200,Hyundai
5124,Kia Sedona 2.2 DAT Luxury,830,4/11/2024,2019,80000,Lap rap,Van,7,Ha Noi,5,Dau,2200,Kia
5125,Kia Carnival Signature 3.5G,1250,4/11/2024,2021,30000,Lap rap,Van,7,Ha Noi,3,Xang,3500,Kia
5126,Ford Ranger XLS 2.0L 4x2 AT,640,4/11/2024,2022,60000,Lap rap,Ban tai,5,Ha Noi,2,Dau,2000,Ford
5127,Ford Everest Titanium 2.0L 4x4 AT,950,4/11/2024,2020,79000,Nhap khau,SUV,7,Ha Noi,4,Dau,2000,Ford
5128,Toyota Land Cruiser VX 4.6 V8,3060,4/11/2024,2016,110000,Nhap khau,SUV,8,Ha Noi,8,Xang,4600,Toyota
5129,Kia Sonet Luxury 1.5 AT,565,4/11/2024,2023,10000,Lap rap,Crossover,5,Ha Noi,1,Xang,1500,Kia
5130,Skoda Karoq Style 1.4 AT,1050,4/11/2024,2023,900,Nhap khau,Crossover,5,Ha Noi,1,Xang,1400,Skoda
5131,Mercedes Benz GLC 300 4Matic,1039,4/11/2024,2017,10000,Lap rap,SUV,5,Ha Noi,7,Xang,2000,Mercedes
5132,Honda CRV L,760,4/11/2024,2018,65000,Nhap khau,SUV,7,Ha Noi,6,Xang,1500,Honda
5133,Mercedes Benz C class C200,850,4/11/2024,2019,52000,Lap rap,Sedan,5,Ha Noi,5,Xang,1500,Mercedes
5134,Hyundai Accent 1.4 AT,450,4/11/2024,2021,52000,Lap rap,Sedan,5,Ha Noi,3,Xang,1400,Hyundai
5135,Mercedes Benz GLS 450 4Matic,4199,4/11/2024,2021,39000,Nhap khau,SUV,7,Ha Noi,3,Xang,3000,Mercedes
5136,Toyota Fortuner 2.4G 4x2 AT,880,4/11/2024,2020,68000,Lap rap,SUV,7,Ha Noi,4,Dau,2400,Toyota
5137,Ford Ranger XLS 2.2L 4x2 AT,425,4/11/2024,2016,80000,Nhap khau,Ban tai,5,Ha Noi,8,Dau,2200,Ford
5138,Toyota Vios 1.5G,430,4/11/2024,2020,68000,Lap rap,Sedan,5,Ha Noi,4,Xang,1500,Toyota
5139,Hyundai Elantra 2.0 AT,545,4/11/2024,2021,30000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Hyundai
5140,Ford Ranger XLS 2.2L 4x2 AT,550,4/11/2024,2020,50000,Nhap khau,Ban tai,5,Ha Noi,4,Dau,2200,Ford
5141,Mitsubishi Outlander 2.0 STD,480,4/11/2024,2016,0,Nhap khau,SUV,5,Ha Noi,8,Xang,2000,Mitsubishi
5142,Hyundai Kona Dac biet 2.0 AT,579,4/11/2024,2022,55000,Lap rap,Crossover,5,Ha Noi,2,Xang,2000,Hyundai
5143,Mercedes Benz E class E250,555,4/11/2024,2014,80000,Lap rap,Sedan,5,Ha Noi,10,Xang,2000,Mercedes
5144,Toyota Fortuner 2.4L 4x2 AT,985,4/11/2024,2022,23000,Lap rap,SUV,7,Ha Noi,2,Dau,2400,Toyota
5145,Honda CRV L,799,4/11/2024,2019,50000,Nhap khau,SUV,7,Ha Noi,5,Xang,1500,Honda
5146,Toyota Fortuner Legender 2.8L 4x4 AT,1195,4/11/2024,2022,54000,Lap rap,SUV,7,Ha Noi,2,Dau,2800,Toyota
5147,Toyota Camry 2.5Q,1390,4/11/2024,2024,4000,Nhap khau,Sedan,5,Ha Noi,0,Xang,2500,Toyota
5148,BMW X3 xDrive28i,769,4/11/2024,2016,110000,Nhap khau,SUV,5,Ha Noi,8,Xang,2000,BMW
5149,Mercedes Benz GLC 200 4Matic,1559,4/11/2024,2021,42000,Lap rap,SUV,5,Ha Noi,3,Xang,2000,Mercedes
5150,VinFast Lux A 2.0 Premium 2.0 AT,669,4/11/2024,2021,38000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,VinFast
5151,Mercedes Benz E class E200,575,4/11/2024,2015,0,Lap rap,Sedan,5,Ha Noi,9,Xang,2000,Mercedes
5152,Mazda 3 1.5 AT,393,4/11/2024,2016,85000,Lap rap,Sedan,5,Ha Noi,8,Xang,1500,Mazda
5153,Hyundai Tucson 2.0 AT CRDi,699,4/11/2024,2019,30000,Lap rap,Crossover,5,Ha Noi,5,Dau,2000,Hyundai
5154,Toyota Land Cruiser VX 4.6 V8,3085,4/11/2024,2016,100000,Nhap khau,SUV,8,Ha Noi,8,Xang,4600,Toyota
5155,Mercedes Benz C class C300 AMG,755,4/11/2024,2016,100000,Lap rap,Sedan,5,Ha Noi,8,Xang,2000,Mercedes
5156,Lexus RX 300,3050,4/11/2024,2021,30000,Nhap khau,SUV,5,Ha Noi,3,Xang,2000,Lexus
5157,Toyota Hilux 3.0G 4x4 AT,579,4/11/2024,2015,110000,Nhap khau,Ban tai,5,Ha Noi,9,Dau,3000,Toyota
5158,Kia Carnival Signature 2.2D,1298,4/11/2024,2022,36000,Lap rap,Van,7,Ha Noi,2,Dau,2200,Kia
5159,Hyundai SantaFe Cao cap 2.2L HTRAC,1179,4/11/2024,2022,55000,Lap rap,SUV,7,Ha Noi,2,Dau,2200,Hyundai
5160,Ford Everest Titanium Plus 2.0L 4x4 AT,1425,4/11/2024,2023,24000,Nhap khau,SUV,7,Ha Noi,1,Dau,2000,Ford
5161,Kia Carnival Luxury 2.2D,1099,4/11/2024,2022,32000,Lap rap,Van,8,Ha Noi,2,Dau,2200,Kia
5162,Kia K3 Luxury 1.6 AT,535,4/11/2024,2021,40000,Lap rap,Sedan,5,Ha Noi,3,Xang,1600,Kia
5163,Toyota Fortuner 2.7V 4x2 AT TRD,820,4/11/2024,2019,58000,Lap rap,SUV,7,Ha Noi,5,Xang,2700,Toyota
5164,Ford Focus Titanium 1.5L,380,4/11/2024,2016,70000,Lap rap,Sedan,5,Ha Noi,8,Xang,1500,Ford
5165,Kia Sorento Signature 2.2 AT AWD,998,4/11/2024,2022,30000,Lap rap,SUV,7,Ha Noi,2,Dau,2200,Kia
5166,Peugeot 408 GT 1.6 AT,1250,4/11/2024,2023,10000,Lap rap,Crossover,5,Ha Noi,1,Xang,1600,Peugeot
5167,Ford Everest Titanium 2.0L 4x2 AT,1190,4/11/2024,2022,16000,Nhap khau,SUV,7,Ha Noi,2,Dau,2000,Ford
5168,Ford Ranger XLS 2.2L 4x2 AT,465,4/11/2024,2017,70000,Nhap khau,Ban tai,5,Ha Noi,7,Dau,2200,Ford
5169,Porsche Cayenne 3.0 V6,3850,4/11/2024,2020,70000,Nhap khau,SUV,5,Ha Noi,4,Xang,3000,Porsche
5170,Toyota Veloz Cross Top 1.5 CVT,635,4/11/2024,2023,20000,Lap rap,SUV,7,Ha Noi,1,Xang,1500,Toyota
5171,Mercedes Benz GLC 300 4Matic,1959,4/11/2024,2022,28800,Lap rap,SUV,5,Ha Noi,2,Xang,2000,Mercedes
5172,Porsche Macan 2.0,2490,4/11/2024,2019,50000,Nhap khau,SUV,5,Ha Noi,5,Xang,2000,Porsche
5173,VinFast Lux A 2.0 2.0 AT,555,4/11/2024,2020,60000,Lap rap,Sedan,5,Ha Noi,4,Xang,2000,VinFast
5174,Ford Ranger XLS 2.2L 4x2 AT,465,4/11/2024,2017,70000,Nhap khau,Ban tai,5,Ha Noi,7,Dau,2200,Ford
5175,Porsche Cayenne 3.0 V6,3850,4/11/2024,2020,70000,Nhap khau,SUV,5,Ha Noi,4,Xang,3000,Porsche
5176,Toyota Veloz Cross Top 1.5 CVT,635,4/11/2024,2023,20000,Lap rap,SUV,7,Ha Noi,1,Xang,1500,Toyota
5177,Mercedes Benz GLC 300 4Matic,1959,4/11/2024,2022,28800,Lap rap,SUV,5,Ha Noi,2,Xang,2000,Mercedes
5178,Porsche Macan 2.0,2490,4/11/2024,2019,50000,Nhap khau,SUV,5,Ha Noi,5,Xang,2000,Porsche
5179,VinFast Lux A 2.0 2.0 AT,555,4/11/2024,2020,60000,Lap rap,Sedan,5,Ha Noi,4,Xang,2000,VinFast
5180,Peugeot 2008 Active 1.2 AT,640,4/11/2024,2022,50000,Lap rap,Crossover,5,Ha Noi,2,Xang,1200,Peugeot
5181,Mercedes Benz GLC 200 4Matic,1460,4/11/2024,2020,37000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mercedes
5182,Lexus RX 350,2368,4/11/2024,2016,60000,Nhap khau,SUV,5,Ha Noi,8,Xang,3500,Lexus
5183,Toyota Corolla Cross 1.8G,725,4/11/2024,2022,0,Nhap khau,SUV,5,Ha Noi,2,Xang,1800,Toyota
5184,Lexus ES 300h,2750,4/11/2024,2022,25000,Nhap khau,Sedan,5,Ha Noi,2,Hybrid,2500,Lexus
